"","primitive","classical","secretory","basal"
"AIM2",-0.74109495366713,-0.112651593696172,0.54810040956223,0.241641335286168
"AIP",-0.078873624803658,-0.164112418492336,0.214326629533943,-0.00803834471607831
"AIPL1",-0.0107175373023703,0.00284100558494372,0.0324785981652105,-0.0657902717658947
"AIRE",-0.104761321516706,0.0132136273325903,0.0231637531514669,-0.0454556866045037
"AJAP1",0.00559592934056252,-0.00492613420871846,0.0320114430951119,-0.0262313657576108
"AK1",-0.155579020449613,-0.0930525725859734,0.360749468875303,-0.138483201735588
"AK2",0.0355557276391911,-0.0978494374828838,0.0248769587876375,0.151081986401933
"AK5",0.0623395649101968,-0.00218948786455597,-0.00639398796491886,-0.00419583532412092
"AKAP1",0.181980422920442,0.228421419606154,-0.208000112537293,-0.0829033903068925
"AKAP11",-0.00457955630129733,-0.190025315249455,0.229190135580629,-0.0138872628155073
"AKAP12",-0.00666618515001738,-0.158625018386119,0.308047282793252,0.0482576712968993
"AKAP13",-0.356540302667008,-0.0834409653374957,0.358048147876174,0.0995000370128267
"AKAP3",0.0344005971952208,-0.00443354701938112,0.0141997595234389,-0.0188608367705681
"AKAP4",-0.0431164026013561,0.00352205923985982,0.0194160325999153,-0.0181064331955846
"AKAP6",-0.028695723170306,0.00518912604723087,0.0288858512054105,-0.0480047353237608
"AKAP7",-0.00336023837134292,-0.00483180471972355,0.185349878526065,-0.144048772259013
"AKAP8",0.0140491450071742,0.198402616448857,-0.140650564925878,-0.0639456331274658
"AKAP8L",0.115091048466853,0.00738359538279143,-0.0679139041706991,-0.077310042198992
"AKAP9",0.0554452321331294,-0.0590461954288826,0.0305010420823106,-0.0171073801715489
"AKR1B1",-0.283715706871514,0.499311864528998,-0.241582469963258,-0.486008930315137
"AKR1B10",-1.82815636918165,3.23819542165892,-3.25625709653793,-0.554393762221341
"AKR1C3",-1.18508585632311,2.49520235562853,-2.20076788740274,-1.16221872080818
"AKR1C4",-0.0936887414050763,0.136406168063194,-0.126166358466117,-0.11535750650448
"AKR1D1",0.018918975609214,0.00149383191904506,-0.0160422511990106,0.0049716665084163
"AKR7A2",0.162089841988233,-0.192313251407269,-0.0292996523064525,0.327075626075731
"AKR7A3",0.203568003922347,-0.179513435619954,-0.00443799307126636,0.166436497051804
"AKT1",0.046076006780825,-0.0547016825441018,-0.0816336862417713,0.107968135035089
"AKT2",0.12950864704766,0.00182915602851817,0.00099882103218965,-0.0680801909304751
"AKT3",0.222853136767187,0.0179546896793615,-0.0293157301831788,-0.0756022990757033
"AKTIP",0.0152284572962138,-0.0523743356169014,0.157955355423254,-0.0289914728403739
"ALAD",-0.00607761071872703,0.264512758239572,-0.0439428487184301,-0.13451426846883
"ALAS1",-0.167515638189966,-0.00617732903651926,0.042467142492459,-0.021821052193481
"ALAS2",-0.0742009689700716,0.00556788949119413,0.0871082051700038,-0.0644839533371144
"ALB",-0.000525668433083992,0.00527654415370671,-0.0130526037586941,-0.00139125068540091
"ALCAM",-0.29761559196001,0.449135770617171,-0.200322067011583,-0.180684837665439
"ALDH18A1",0.190051577063943,0.0245619471009248,-0.0541507147492784,-0.0327188435513079
"ALDH1A1",-0.184108913137532,0.99612708408841,-0.820747436220574,-1.26774856086132
"ALDH1A2",0.0639728937407783,-0.0443690236739438,0.0863716111398631,-0.000476957881365481
"ALDH1A3",-0.215100578372708,-0.523699384519025,0.359653735375324,0.849598085469707
"ALDH1B1",-0.0297586674126376,0.0213547223363736,0.00250739691724622,-0.0037408646485879
"ALDH1L1",0.0137939047193234,0.0717197302152538,-0.040243870582068,-0.119810665692409
"ALDH2",-0.206527026327298,-0.197331256465255,0.626129582189278,0.0206697632617483
"ALDH3A1",-1.70257359352151,2.79678655358227,-1.85424636844051,-0.688975072379676
"ALDH3A2",-0.457933076823067,0.841735193352002,-0.302066137851978,-0.523761351072008
"ALDH3B1",-0.00148141150944668,-0.158433129864171,0.478276310331146,-0.173172141443895
"ALDH3B2",-0.0776654067844539,0.277678585094649,-0.291160290101972,0.253696636525076
"ALDH4A1",-0.0298183652711502,-0.00107095983709043,-0.131569842608993,0.313694457275652
"ALDH5A1",0.266056764872561,0.0328986253176547,-0.0308679604350159,-0.158576798516849
"ALDH6A1",0.152771174129918,-0.122628787645917,0.113853863566667,-0.0101151892743268
"ALDH7A1",0.119568371121111,-0.642592092777348,0.479716456879471,-0.0678960585068776
"ALDH8A1",0.0464110177426662,0.00576318098313928,-0.0292155665774899,-0.00916208110052567
"ALDH9A1",0.0106636533734437,0.0414456628682557,-0.0291874713874175,-0.146063042291077
"ALDOA",-0.0278145165186671,0.0996848794478127,-0.254562267421884,0.0708673318622861
"ALDOB",-0.0123948660255722,-0.0055617448496292,-0.000211406097490485,-0.0101014199782468
"ALDOC",-0.0536742178101605,0.208630821022584,-0.570343144815696,0.0520238408146665
"ALG12",-0.073213117739727,0.0322460102010016,-0.110594278201706,0.0723127699713944
"ALG13",-0.0736217328897812,0.192125050585627,-0.225924194786292,-0.0715357316623693
"ALG3",-0.14061008895319,0.377511178098918,-0.504971159433437,-0.0594651590803266
"ALG5",-0.166378918704664,-0.0693759565177785,0.162230370005258,0.0639189476198809
"ALG6",0.288229931149013,-0.0407603163933414,-0.137946005357069,0.175897854564858
"ALG8",0.109786032853753,-0.00415910289965438,-0.0166453299064488,-0.0932475461068969
"ALG9",0.226753412241004,-0.0910232898143718,0.12533219993971,0.0227308617209716
"ALKBH1",0.095732768065694,-0.00415864143533451,-0.00134411979415471,0.0248226896840191
"ALLC",0.0593627653447748,-0.0102362102055923,0.0588428331295769,-0.0199351856502534
"ALMS1",0.209640349377884,0.0308172400410292,-0.255919038586987,0.103711540916472
"ALOX12B",-0.0554980806914126,0.110111832853718,-0.0398145831109055,0.0576773305411067
"ALOX15",0.0281126361851498,0.0131394215693068,-0.012514212229797,0.0465743810461417
"ALOX15B",-0.262555117957668,-0.0841696576278044,0.365927303669408,0.0469719868102347
"ALOX5",-0.408961429577749,-0.361646068765283,0.72680957463551,0.0425779277861044
"ALOX5AP",-0.740546141705742,-0.466181650230578,0.964047144643874,0.314507287882557
"ALPI",-0.0742334911927575,-0.00768262759418947,0.0409933817878532,-0.00367532768852141
"ALPK3",-0.0991277898164442,-0.0253740958608791,0.129828680810599,-0.0554025727517303
"ALPL",-0.0416928798158095,-0.0351958106369297,0.11196305686074,0.0549646985093703
"ALPP",-0.036235538893693,0.012621714587072,0.0332652374231424,-0.0200877873057645
"ALPPL2",-0.107765210740299,-0.0157388934574043,0.0239236188311525,-0.0209319049052716
"ALS2CL",-0.217787957007002,0.000382571508062101,0.0873446697798477,0.1108518290541
"ALS2CR8",-0.0340832814106678,-0.00591450420853969,-0.0283018161691736,-0.00225741147794628
"ALX1",0.0201434610101291,-0.0107432716001026,-0.0367632339165939,-0.136690807743483
"ALX4",0.00236062890735522,0.00722592599292426,0.0545535158479176,-0.0285845129185626
"AMACR",0.389893760747364,-0.0705571091702621,-0.0683890496132542,0.220095178320959
"AMBN",-0.029925922506552,0.00599834595127213,0.0397344463488424,-0.0318081144496571
"AMBP",0.0417479162144866,0.000461647203372717,0.0269649256379336,-0.0583745624889557
